 dmw idm ivc net ml theory
"Selene Mota" 0 0 1 0 0 0
"Selim Aksoy" 1 0 3 0 0 0
"Selim Ben Himane" 0 0 1 0 0 0
"Selim Benhimane" 0 0 3 0 0 0
"Selim Ciraci" 0 0 0 2 0 0
"Selim Engin" 0 0 0 0 1 0
"Selim Gurun" 0 0 0 1 0 0
"Selim Ickin" 0 0 0 2 0 0
"Selin Chun" 1 0 0 0 0 0
"Selina Chu" 2 0 0 0 0 0
"Selma Ayse zel" 0 1 0 0 0 0
"Selva Via" 0 0 0 1 0 0
"Selvam Palanimalai" 0 1 0 0 0 0
"Selvam Velmurugan" 1 0 0 0 0 0
"Selvas Mwanza" 1 0 0 0 0 0
"Selver Softic" 2 0 0 0 0 0
"Selwyn Gomes" 0 0 0 0 1 0
"Selwyn Yuen" 0 0 0 1 0 0
"Sem C. Borst" 0 0 0 28 0 0
"Semih Cayci" 0 0 0 0 1 0
"Semih Gnel" 0 0 1 0 0 0
"Semih Salihoglu" 0 6 0 0 0 0
"Semih Yavuz" 1 0 0 0 2 0
"Sen Chen" 0 0 0 1 0 0
"Sen Deng" 0 0 1 0 0 0
"Sen He" 0 0 1 0 0 0
"Sen Huang" 0 0 0 0 1 0
"Sen Jia" 2 0 1 0 0 0
"Sen Lei" 0 0 1 0 0 0
"Sen Li" 0 0 0 0 1 0
"Sen Lin" 0 0 0 2 0 0
"Sen Liu" 1 0 1 0 0 0
"Sen Luo" 0 0 0 1 0 0
"Sen Na" 0 0 0 0 1 0
"Sen Nie" 0 0 0 0 1 0
"Sen O'Riain" 1 0 0 0 0 0
"Sen Slattery" 0 0 0 0 2 0
"Sen Song" 0 0 0 0 3 0
"Sen Su" 3 0 0 2 0 0
"Sen Wang" 1 0 7 1 0 0
"Sen Wang 0001" 8 0 2 0 0 0
"Sen Wang 0002" 0 0 2 0 1 0
"Sen Wu 0001" 8 0 0 0 0 0
"Sen Wu 0002" 0 1 0 0 3 0
"Sen Xiang" 0 0 0 1 0 0
"Sen Yang" 3 0 1 0 3 0
"Sen Yang 0001" 0 0 0 2 0 0
"Sen Yang 0002" 2 0 0 0 0 0
"Sen Zhang" 1 0 0 0 0 0
"Sen Zhao" 0 0 0 0 2 0
"Sen Zhou" 1 0 0 0 0 0
"Sen-Ching S. Cheung" 0 0 2 0 0 0
"Sena Kiciroglu" 0 0 1 0 0 0
"Senaka Buthpitiya" 1 0 0 0 0 0
"Senanayak Sesh Kumar Karri" 0 0 0 0 1 0
"Sencun Zhu" 3 0 0 10 0 0
"Sendhil Mullainathan" 3 0 0 0 2 0
"Sendong Zhao" 3 0 0 0 0 0
"Senem Velipasalar" 0 0 3 2 0 0
"Sener znder" 1 0 0 0 0 0
"Seng-Beng Ho" 1 0 2 0 0 0
"Senhua Huang" 0 0 0 3 0 0
"Senhui Guo" 0 0 1 0 0 0
"Seniha Esen Yksel" 0 0 1 0 0 0
"Senja Filipi" 1 0 0 0 0 0
"Senjian An" 0 0 7 0 1 0
"Senjuti Basu Roy" 10 6 0 0 0 0
"Senlin Liang" 1 0 0 0 0 0
"Senlin Shu" 2 0 0 0 0 0
"Sennay Ghebreab" 0 0 0 0 2 0
"Sennur Ulukus" 0 0 0 3 0 0
"Senqiang Zhou" 1 1 0 0 0 0
"Senshan Ji" 0 0 0 1 0 0
"Senthil Kumar" 1 0 1 0 0 0
"Senthil Kumar Yogamani" 0 0 7 0 0 0
"Senthil Periaswamy" 1 0 1 0 0 0
"Senthil Purushwalkam" 0 0 0 0 2 0
"Seny Kamara" 0 0 1 0 0 1
"Senzhang Wang" 3 0 0 0 0 0
"Seo-Won Ji" 0 0 2 0 0 0
"Seohui Son" 0 1 0 0 0 0
"Seohyun Kim" 0 0 0 0 1 0
"Seohyung Lee" 0 0 1 0 0 0
"Seok Hyun Jin" 0 0 0 0 1 0
"Seok Joo Koh" 0 0 0 1 0 0
"Seok-Cheol Kee" 0 0 3 0 0 0
"Seok-Hee Hong" 0 0 0 0 0 1
"Seok-Ho Yoon" 2 0 0 0 0 0
"Seok-Ju Chun" 0 1 0 0 0 0
"Seok-Jun Lee" 0 0 2 0 0 0
"Seok-Lyong Lee" 0 1 0 0 0 0
"Seok-Won Seong" 0 1 0 0 0 0
"Seokeon Choi" 0 0 2 0 0 0
"Seokhoon Yoon" 0 0 0 2 0 0
"Seokhwan Kim" 0 0 1 0 0 0
"Seokhyun Kim" 0 0 0 1 0 0
"Seokil Hong" 0 0 4 0 0 0
"Seokin Seo" 0 0 0 0 1 0
"Seokju Lee" 0 0 2 0 0 0
"Seokshin Son" 0 0 0 1 0 0
"Seokwon Jang" 0 0 0 1 0 0
"Seokwon Yang" 0 0 0 1 0 0
"Seon Ho Kim" 0 2 0 0 0 0
"Seon Joo Kim" 0 0 14 0 2 0
"Seon-Ho Shin" 0 0 0 1 0 0
"Seon-Yeong Han" 0 0 0 1 0 0
"Seong G. Kong" 0 0 2 0 0 0
"Seong Hoon Jeong" 0 0 0 2 0 0
"Seong Jae Hwang" 1 0 3 0 0 0
"Seong Joon Kim" 0 0 0 1 0 0
"Seong Joon Oh" 0 0 5 0 2 0
"Seong Soo Kim" 0 0 0 1 0 0
"Seong-Bae Park" 0 0 0 0 1 0
"Seong-Gyun Jeong" 0 0 1 0 0 0
"Seong-Hwan Cho" 0 0 0 1 0 0
"Seong-Hwan Jun" 0 0 0 0 2 0
"Seong-Jin Park" 0 0 0 0 1 0
"Seong-Jun Oh" 0 0 0 3 0 0
"Seong-Whan Lee" 0 0 3 0 1 0
"Seong-Wook Joo" 0 0 1 0 0 0
"Seong-il Hahm" 0 0 0 1 0 0
"Seong-ryong Kang" 0 0 0 1 0 0
"SeongKu Kang" 1 0 0 0 0 0
"Seongdo Kim 0001" 0 0 1 0 0 0
"Seonggoo Kang" 1 0 0 0 0 0
"Seongho Byeon" 0 0 0 2 0 0
"Seonghyeon Kim" 0 0 1 0 0 0
"Seonghyeon Nam" 0 0 2 0 2 0
"Seongik Hong" 0 0 0 3 0 0
"Seongjun Yun" 0 0 0 0 1 0
"Seongkwan Kim" 0 0 0 1 0 0
"Seongkwang Moon" 0 0 0 1 0 0
"Seongsoon Kim" 4 0 0 0 0 0
"Seonguk Park" 0 0 0 0 2 0
"Seonguk Seo" 0 0 2 0 0 0
"Seongwon Han" 0 0 0 1 0 0
"Seongwon Jang" 2 0 0 0 0 0
"Seongwon Kim" 0 0 0 2 0 0
"Seongwoon Lee" 1 0 0 0 0 0
"Seongyun Ko" 0 4 0 0 0 0
"Seonwoo Min" 0 0 0 0 2 0
"Seonwook Park" 0 0 1 0 1 0
"Seoung Kyun Kim" 0 0 0 1 0 0
"Seoung Wug Oh" 0 0 4 0 0 0
"Seoungbin Bae" 0 0 0 1 0 0
"Seoyoon Park" 0 0 0 1 0 0
"Seoyoung Ahn" 0 0 2 0 0 0
"Sepand Kashani" 0 0 0 0 1 0
"Sepandar D. Kamvar" 4 0 0 0 2 0
"Sepanta Zeighami" 0 1 0 0 0 0
"Sepehr Abbasi Zadeh" 0 0 0 0 0 1
"Sepehr Assadi" 0 2 0 0 3 17
"Sepehr Jalali" 0 0 1 0 0 0
"Sepehr Taeb" 0 0 0 1 0 0
"Sepehr Zargaran" 0 0 1 0 0 0
"Sepideh Avizheh" 0 0 0 1 0 0
"Sepideh Ghanavati" 2 0 0 0 0 0
"Sepideh Kharaghani" 0 0 0 0 1 0
"Sepideh Mahabadi" 1 2 0 0 3 8
"Sepideh Mesbah" 3 0 0 0 0 0
"Sepideh Pashami" 4 0 0 0 0 0
"Sepideh Pourazarm" 0 0 0 0 1 0
"Sepideh Seifzadeh" 1 0 0 0 0 0
"Sepp Hartung" 0 0 0 0 0 1
"Sepp Hochreiter" 0 0 0 0 11 0
"Seppo Granlund" 0 0 0 1 0 0
"Seppo Htnen" 0 0 0 3 0 0
"Seppo Virtanen" 0 1 0 0 3 0
"Septiviana Savitri" 1 0 0 0 0 0
"Ser-Nam Lim" 0 0 6 0 3 0
"Serafim Batzoglou" 0 0 0 0 3 0
"Serafino Cicerone" 0 0 0 0 0 1
"Seraphin B. Calo" 1 0 0 0 1 0
"Serban Jora" 2 0 0 0 0 0
"Serban Stan" 0 0 0 0 1 0
"Sercan mer Arik" 0 0 1 0 6 0
"Serdar Vural" 0 0 0 2 0 0
"Serena Chan" 1 0 0 0 0 0
"Serena Li" 0 0 1 0 0 0
"Serena Villata" 2 0 0 0 0 0
"Serena Wang" 0 0 0 0 4 0
"Serena Y. Yeung" 0 0 1 0 0 0
"Serena Yeung" 0 0 3 0 0 0
"Serene W. H. Wong" 1 0 0 0 0 0
"Serge A. Plotkin" 0 0 0 0 0 9
"Serge A. Wich" 0 0 0 0 1 0
"Serge Abiteboul" 4 35 0 0 0 1
"Serge Bobbia" 0 0 2 0 0 0
"Serge Bourbonnais" 0 1 0 0 0 0
"Serge Fdida" 0 0 0 10 0 0
"Serge Fehr" 0 0 0 0 0 1
"Serge Fenet" 1 0 0 0 0 0
"Serge Garlatti" 1 0 0 0 0 0
"Serge Gaspers" 0 0 0 0 0 8
"Serge Grigorieff" 0 0 0 0 0 2
"Serge Haddad" 0 0 0 0 0 1
"Serge J. Belongie" 2 0 52 0 12 0
"Serge Massar" 0 0 0 0 1 1
"Serge Papillon" 0 0 0 1 0 0
"Serge Rielau" 0 4 0 0 0 0
"Serge Vaudenay" 0 0 0 1 0 0
"Serge-Eric Tremblay" 1 0 0 0 0 0
"Sergei Artemenko" 0 0 0 0 0 1
"Sergei Bespamyatnikh" 0 0 0 0 0 4
"Sergei D. Kuznetsov" 0 1 0 0 0 0
"Sergei G. Vorobyov" 0 1 0 0 0 0
"Sergei Gorlatch" 0 0 0 2 0 0
"Sergei Ivanov 0001" 0 0 0 0 1 0
"Sergei Ivanov 0002" 1 0 0 0 0 0
"Sergei Izmalkov" 0 0 0 0 0 1
"Sergei Konyagin" 0 0 0 0 0 1
"Sergei L. Shishkin" 0 0 0 0 1 0
"Sergei O. Kuznetsov" 2 0 0 0 0 0
"Sergei Perfilov" 0 1 0 0 0 0
"Sergei Solonets" 0 1 0 0 0 0
"Sergei Vassilvitskii" 20 3 0 1 14 8
"Sergej Fialko" 0 0 0 0 0 1
"Sergej Sizov" 3 1 0 0 0 0
"Sergej Zerr" 3 0 0 0 0 0
"Sergey A. Orshanskiy" 1 0 0 0 0 0
"Sergey Andreev 0001" 0 0 0 1 0 0
"Sergey Bakin" 1 0 0 0 0 0
"Sergey Bartunov" 0 0 0 0 4 0
"Sergey Bravyi" 0 0 0 0 0 2
"Sergey Brin" 2 1 0 0 0 0
"Sergey Chernov 0001" 1 0 0 0 0 0
"Sergey Dudoladov" 0 2 0 0 0 0
"Sergey Faleev" 1 0 0 0 0 0
"Sergey Feldman" 0 0 0 0 1 0
"Sergey Frolov" 0 0 0 1 0 0
"Sergey G. Bobkov" 0 0 0 0 0 1
"Sergey Golovanov" 0 0 1 0 0 0
"Sergey Goncharov 0001" 0 0 0 0 0 2
"Sergey Gorbunov 0001" 0 0 0 0 0 2
"Sergey Gorinsky" 0 0 0 7 0 0
"Sergey Hardock" 0 2 0 0 0 0
"Sergey I. Nikolenko" 1 0 4 8 1 0
"Sergey Ioffe" 1 0 3 0 3 0
"Sergey Ivanov" 1 0 0 0 1 0
"Sergey Karayev" 0 0 2 0 2 0
"Sergey Kirshner" 3 0 0 0 5 0
"Sergey Levine" 0 0 6 0 69 0
"Sergey M. Plis" 1 0 0 0 1 0
"Sergey Melnik 0001" 1 12 0 0 0 0
"Sergey Nazarov" 1 0 0 0 0 0
"Sergey Nepomnyachiy" 1 0 0 0 0 0
"Sergey Novikov" 2 0 0 0 0 0
"Sergey Ovcharenko" 1 0 0 0 0 0
"Sergey Polyakovskiy" 0 0 0 0 0 1
"Sergey Pupyrev" 1 0 0 0 0 0
"Sergey Redyuk" 0 1 0 0 0 0
"Sergey Shelukhin" 0 1 0 0 0 0
"Sergey Shirobokov" 0 0 0 0 1 0
"Sergey Shukanov" 1 0 0 0 0 0
"Sergey Tolkachov" 1 0 0 0 0 0
"Sergey Tulyakov" 0 0 15 0 1 0
"Sergey Y. Chekmenev" 0 0 2 0 0 0
"Sergey Yekhanin" 0 0 0 1 4 7
"Sergey Zagoruyko" 0 0 3 0 0 0
"Sergey Zakharov" 0 0 1 0 0 0
"Sergi Caelles" 0 0 2 0 0 0
"Sergi Carol-Bosch" 0 0 0 1 0 0
"Sergi Elizalde" 0 0 0 0 0 1
"Sergi Pujades" 0 0 4 0 0 0
"Sergi Rene" 0 0 0 1 0 0
"Sergio A. Alvarez" 1 0 0 0 0 0
"Sergio A. Velastin" 0 0 2 0 0 0
"Sergio Albani" 1 0 0 0 0 0
"Sergio Barrachina-Muoz" 0 0 0 1 0 0
"Sergio Cabello" 0 0 0 0 0 7
"Sergio Caccamo" 0 0 2 0 0 0
"Sergio Casas 0002" 0 0 2 0 0 0
"Sergio Consoli" 3 0 0 0 0 0
"Sergio D. Servetto" 0 0 0 3 0 0
"Sergio Escalera" 1 0 21 0 2 0
"Sergio Fernandez" 0 0 1 0 0 0
"Sergio Fernndez" 1 0 0 0 0 0
"Sergio Filho" 0 0 0 0 1 0
"Sergio Flesca" 0 4 0 0 0 1
"Sergio Gmez Colmenarejo" 0 0 0 0 1 0
"Sergio Gomez Colmenarejo" 0 0 0 0 4 0
"Sergio Greco" 2 2 0 0 0 1
"Sergio Guadarrama" 0 0 2 0 2 0
"Sergio Gutirrez Santos" 2 0 0 0 0 0
"Sergio Ilarri" 2 0 0 0 0 0
"Sergio Lpez-Buedo" 0 0 0 1 0 0
"Sergio Marti" 0 0 0 1 0 0
"Sergio Oramas" 2 0 0 0 0 0
"Sergio Orts-Escolano" 0 0 1 0 0 0
"Sergio Palazzo" 0 0 0 6 0 0
"Sergio Pascual-Diaz" 0 0 0 0 1 0
"Sergio Pastrana" 1 0 0 3 0 0
"Sergio Rajsbaum" 0 0 0 0 0 2
"Sergio Rodrigues de Morais" 1 0 0 0 0 0
"Sergio Rojas Galeano" 0 0 0 0 1 0
"Sergio Salemi" 0 0 0 0 0 1
"Sergio Salinas" 0 0 0 2 0 0
"Sergio Tessaris" 0 1 0 0 0 0
"Sergio Verd" 0 0 0 2 1 0
"Sergiu Chelaru" 1 0 0 0 0 0
"Sergiu Goschin" 0 0 0 0 1 0
"Sergiu Hart" 0 0 0 0 0 1
"Sergiu Nedevschi" 0 0 3 4 0 0
"Sergiy Fefilatyev" 1 0 0 0 0 0
"Sergiy Kuryata" 0 1 0 0 0 0
"Sergiy Matusevych" 1 1 0 0 0 0
"Sergl Aydre" 0 0 0 0 2 0
"Serguei Foss" 0 0 0 1 0 0
"Serhat Selcuk Bucak" 1 0 1 0 1 0
"Serhat Yilmaz" 0 1 0 0 0 0
"Serhii Havrylov" 0 0 0 0 1 0
"Serhiy Kosinov" 0 0 2 0 0 0
"Serim Park" 0 0 1 0 0 0
"Sertan Girgin" 1 0 0 0 0 0
"Servio Palacios" 0 1 0 0 0 0
"Seshadhri Comandur" 1 0 0 0 0 1
"Seshu Tirupathi" 1 0 0 0 0 0
"Setareh Maghsudi" 0 0 0 1 0 0
"Setareh Rafatirad" 1 1 0 0 0 0
"Setareh Sharifian" 0 0 0 1 0 0
"Setareh Taki" 0 0 0 0 0 1
"Seth A. Myers" 5 0 0 0 1 0
"Seth Alter" 0 0 0 0 1 0
"Seth B. Cleveland" 1 0 0 0 0 0
"Seth Bridges" 0 0 0 0 3 0
"Seth Fitzsimmonds" 1 0 0 0 0 0
"Seth Flaxman" 0 0 0 0 1 0
"Seth Gilbert" 0 1 0 3 0 10
"Seth Hettich" 1 0 0 0 0 0
"Seth J. Teller" 0 0 8 3 0 0
"Seth Lloyd" 0 0 0 0 1 1
"Seth Neel" 0 0 0 0 4 2
"Seth Pettie" 0 0 0 0 0 37
"Seth R. Flaxman" 2 0 0 0 2 0
"Seth Rogers" 1 0 0 0 2 0
"Seth van Hooland" 1 0 0 0 0 0
"Sethu Raman" 1 1 0 0 0 0
"Sethu Vijayakumar" 0 0 1 0 11 0
"Sethuraman Panchanathan" 5 0 6 0 2 0
"Setsuko Oka" 0 0 1 0 0 0
"Setsuo Arikawa" 1 0 0 0 0 0
"Setsuo Ohsuga" 1 0 0 0 0 0
"Seung Chul Han" 0 0 0 1 0 0
"Seung Don Hong" 0 0 0 1 0 0
"Seung Hwan Bae" 0 0 1 0 0 0
"Seung Hyong Rhee" 0 0 0 1 0 0
"Seung Jae Lee" 0 0 1 0 0 0
"Seung Jun" 1 0 0 0 0 0
"Seung Jun Baek" 0 0 0 2 0 0
"Seung Park" 0 0 1 0 0 0
"Seung Shin" 0 0 1 0 0 0
"Seung Woo Lee" 0 0 1 0 0 0
"Seung Wook Kim" 0 0 1 0 1 0
"Seung Yi" 0 0 0 1 0 0
"Seung-Hee Bae" 1 0 0 0 0 0
"Seung-Hoe Ku" 1 0 0 0 0 0
"Seung-Hwan Baek" 0 0 3 0 0 0
"Seung-Hwan Lim" 2 0 0 0 1 0
"Seung-Ik Lee" 0 0 2 1 0 0
"Seung-Jae Han" 0 0 0 4 0 0
"Seung-Jean Kim" 0 0 0 0 3 0
"Seung-Taek Park" 6 0 0 2 1 0
"Seung-Won Jung" 0 0 2 0 0 0
"Seung-Woo Choi" 1 0 0 0 0 0
"Seung-Wook Kim" 0 0 3 0 0 0
"Seung-won Hwang" 10 6 0 0 0 0
"Seungbae Kim" 1 0 0 0 0 0
"Seungbeom Jeong" 0 0 0 1 0 0
"Seungchul Ryu" 0 0 1 0 0 0
"Seungeui Lee" 0 0 0 0 1 0
"Seunghak Lee" 1 0 0 0 3 0
"Seunghak Yu" 0 0 1 0 0 0
"Seungho Kuk" 0 0 0 1 0 0
"Seungho Lee" 0 0 1 0 0 0
"Seungho Ryu" 0 0 0 2 0 0
"Seungho Yoo" 0 0 0 1 0 0
"Seunghoon Hong" 0 0 3 0 4 0
"Seunghwan Cha" 0 0 1 0 0 0
"Seunghyeon Kim" 1 0 1 0 0 0
"Seunghyun Cho" 0 0 3 0 0 0
"Seunghyun Im" 1 0 0 0 0 0
"Seunghyun Lee" 0 1 0 0 1 0
"Seunghyun Park" 0 0 0 0 1 0
"Seunghyun Yoon 0001" 0 0 0 1 0 0
"Seungil Huh" 1 0 2 0 0 0
"Seungil You" 0 0 0 0 3 0
"Seungjai Min" 0 0 0 0 1 0
"Seungjin Choi" 6 0 3 0 9 0
"Seungjoo Yoo" 0 0 2 0 0 0
"Seungjoon Lee" 2 0 0 6 0 0
"Seungju Han" 1 0 0 0 1 0
"Seungjun Nah" 0 0 8 0 0 0
"Seungki Min" 0 0 0 0 1 0
"Seungkwon Choe" 0 0 1 0 0 0
"Seungkyu Lee" 0 0 6 0 0 0
"Seunglak Choi" 1 0 0 0 0 0
"Seungmin Yoo" 0 0 0 2 0 0
"Seungpyo Choi" 0 0 0 2 0 0
"Seungryong Kim" 0 0 7 0 1 0
"Seungryul Baek" 0 0 4 0 0 0
"Seungsoo Lee" 0 0 0 1 0 0
"Seungtaek Choi" 1 0 0 0 0 0
"Seungwhan Moon" 1 0 2 0 0 0
"Seungwon Shin" 2 0 0 9 0 0
"Seungwon Woo" 0 0 0 1 0 0
"Seungwoo Yoo" 0 0 1 0 0 0
"Seungwook Paek" 1 0 0 0 0 0
"Seungyeon Kim" 1 0 0 0 3 0
"Seungyeop Han" 1 0 1 2 1 0
"Seungyong Lee 0001" 0 0 2 0 0 0
"Seungyong Moon" 0 0 0 0 1 0
"Seva Shneer" 0 0 0 3 0 0
"Sevag Gharibian" 0 0 0 0 0 2
"Severin Berger" 0 0 0 0 1 0
"Severin Gsponer" 1 0 0 0 0 0
"Severin Skillman" 1 0 0 0 0 0
"Sewook Jung" 0 0 0 1 0 0
"Sewoong Oh" 0 0 0 0 35 0
"Seyda Ertekin" 1 0 0 0 0 0
"Seyed A. Esmaeili" 0 0 1 0 1 0
"Seyed A. Hejazi" 0 0 0 1 0 0
"Seyed Ali Hassani" 0 0 0 1 0 0
"Seyed Ali Mirheidari" 1 0 0 0 0 0
"Seyed Ali Ossia" 1 0 0 0 0 0
"Seyed Amir Hosseini" 0 0 0 1 0 0
"Seyed Arian Hosseini" 0 0 0 0 1 0
"Seyed Esmaeili" 0 0 0 0 1 0
"Seyed Farhad Aghili" 0 0 0 1 0 0
"Seyed Hamed Hassani" 0 0 0 0 1 1
"Seyed Hamid Rezatofighi" 0 0 2 0 0 0
"Seyed Kamyar Seyed Ghasemipour" 0 0 0 0 1 0
"Seyed Kaveh Fayaz" 0 0 0 1 0 0
"Seyed Kaveh Fayazbakhsh" 0 0 0 2 0 0
"Seyed M. M. Tahaghoghi" 0 0 2 0 0 0
"Seyed Mehdi Iranmanesh" 0 0 1 0 2 0
"Seyed Mehran Kazemi" 0 0 0 0 2 0
"Seyed Mohammad Mavadati" 0 0 1 0 0 0
"Seyed Mohammad Taheri" 1 0 0 0 0 0
"Seyed Mohammadreza Mousavi Kalan" 0 0 0 0 1 0
"Seyed Mohsen Shojaee" 0 0 1 0 0 0
"Seyed Mohssen Ghafari" 1 0 0 0 0 0
"Seyed Morteza Safdarnejad" 0 0 1 0 0 0
"Seyed Mostafa Kia" 1 0 0 0 1 0
"Seyed Sajjad Nezhadi" 0 0 0 0 0 1
"Seyed Yahya Nikouei" 0 0 0 1 0 0
"Seyed-Iman Mirzadeh" 0 0 1 0 1 0
"Seyed-Mehdi-Reza Beheshti" 1 0 0 0 0 0
"Seyed-Mohsen Moosavi-Dezfooli" 0 0 7 0 3 0
"Seyed-Vahid Sanei-Mehri" 1 0 0 0 0 0
"Seyedali Hosseininezhad" 0 0 0 2 0 0
"Seyedeh Bahereh Hassanpour" 0 0 0 1 0 0
"Seyedehsara Nayer" 0 0 0 0 1 0
"Seyederfan Hosseini" 0 0 0 0 1 0
"Seyhmus Guler" 0 0 1 0 0 0
"Seyma Yucer" 0 0 1 0 0 0
"Seyoon Jeong" 0 0 2 0 0 0
"Seyoung Kim" 0 0 0 0 5 0
"Seyoung Park" 0 0 1 0 1 0
"Seyyed Abbas Hosseini" 2 0 0 0 0 0
"Seyyedali Hosseinalipour" 0 0 0 2 0 0
"Sgolne M. Tarte" 3 0 0 0 0 0
"Sha Cao" 0 0 0 0 1 0
"Sha Cui" 0 0 0 1 0 0
"Sha Hu" 2 0 0 0 0 0
"Sha Hua" 0 0 0 1 0 0
"Sha Li" 3 0 0 0 0 0
"Sha Liu" 0 0 0 1 0 0
"Sha Ma" 0 0 0 1 0 0
"Sha Yang" 2 0 0 0 0 0
"Sha Zhao" 1 0 0 0 0 0
"Shaad Boochoon" 0 0 1 0 0 0
"Shaan Chopra" 0 0 1 0 0 0
"Shabbir Ahmed 0002" 0 0 0 1 0 0
"Shabhareesh Komirishetty" 1 0 0 0 0 0
"Shabnam Daghaghi" 0 0 0 0 1 0
"Shabnam N. Kadir" 0 0 0 0 1 0
"Shabnam Shariaty" 1 0 0 0 0 0
"Shachar Kaufman" 1 0 0 0 0 0
"Shachar Lovett" 0 0 0 0 5 38
"Shachar Raindel" 0 0 0 2 0 0
"Shachi H. Kumar" 0 0 0 0 2 0
"Shaddi Hasan" 0 0 0 1 0 0
"Shaddin Dughmi" 0 0 0 0 0 12
"Shadi A. Noghabi" 0 2 0 0 0 0
"Shadi Shaheen" 1 0 0 0 0 0
"Shady Abu Hussein" 0 0 1 0 0 0
"Shady Elbassuoni" 4 2 0 0 0 0
"Shady Shehata" 4 0 0 0 0 0
"Shafaq Chaudhry" 0 0 0 1 0 0
"Shafi Goldwasser" 0 0 0 0 1 22
"Shafin Rahman" 0 0 0 0 1 0
"Shafiq R. Joty" 1 1 1 0 2 0
"Shafiqul Abedin" 0 0 0 0 1 0
"Shafiqul Islam" 2 0 0 0 0 0
"Shagan Sah" 0 0 1 0 0 0
"Shaghayegh Gharghabi" 3 0 0 0 0 0
"Shagun Ajmera" 0 0 0 0 1 0
"Shagun Rawat" 1 0 0 0 0 0
"Shagun Sodhani" 0 0 0 0 1 0
"Shah Atiqur Rahman" 1 0 0 0 0 0
"Shah Harshil S" 0 0 0 1 0 0
"Shah Muhammad Hamdi" 2 0 0 0 0 0
"Shahab Helmi" 0 1 0 0 0 0
"Shahab Kamali" 2 0 0 0 0 0
"Shahab Moradi" 1 0 0 0 0 0
"Shahab Raji" 1 0 0 0 0 0
"Shahan Khatchadourian" 1 1 0 0 0 0
"Shahana Ibrahim" 0 0 0 0 1 0
"Shahar Chen" 0 0 0 0 0 3
"Shahar Dobzinski" 0 0 0 0 0 18
"Shahar Golan" 3 0 0 0 0 0
"Shahar Harel" 2 0 0 0 0 0
"Shahar Jamshy" 0 0 0 0 1 0
"Shahar Lev" 0 0 0 0 1 0
"Shahar Mendelson" 0 0 0 0 13 0
"Shahar Segal" 0 0 0 0 1 0
"Shahar Tsiper" 0 0 1 0 0 0
"Shahbaz Khan 0004" 0 0 0 0 0 4
"Shahbaz Syed" 1 0 0 0 0 0
"Shahed Sorower" 0 0 0 0 1 0
"Shahil Mawjee" 0 0 0 0 1 0
"Shahin Boluki" 0 0 0 0 2 0
"Shahin Jabbari" 0 0 0 0 3 0
"Shahin Kamali" 0 0 0 0 0 1
"Shahin Mohammadi" 2 0 0 0 0 0
"Shahin Nazarian" 1 0 0 0 0 0
"Shahin Shahrampour" 0 0 0 0 5 0
"Shahpar Yakhchi" 1 0 0 0 0 0
"Shahrad Taheri" 1 0 0 0 0 0
"Shahram Ebadollahi" 3 0 2 0 0 0
"Shahram Ghandeharizadeh" 0 2 0 1 0 0
"Shahram Izadi" 0 0 16 1 1 0
"Shahram Mohrehkesh" 0 0 0 2 0 0
"Shahram Shahsavari" 0 0 0 3 0 0
"Shahriar Negahdaripour" 0 0 2 0 0 0
"Shahriar Shariat" 2 0 0 0 0 0
"Shahrokh Valaee" 0 0 0 5 0 0
"Shahroz Tariq" 1 0 0 0 0 0
"Shahrukh Imam" 1 0 0 0 0 0
"Shahryar Afzal" 0 0 0 1 0 0
"Shahrzad Haddadan" 0 0 0 0 1 1
"Shahrzad Shirazipourazad" 0 0 0 2 0 0
"Shahzad Ali" 0 0 0 3 0 0
"Shahzad Rajput" 1 0 0 0 0 0
"Shahzada Rasool" 0 0 0 1 0 0
"Shahzeb Mustafa" 0 0 0 1 0 0
"Shai Avidan" 0 0 28 0 4 0
"Shai Bagon" 0 0 1 0 0 0
"Shai Ben-David" 1 1 0 0 29 0
"Shai Carmi" 0 0 0 0 1 0
"Shai Dekel" 0 0 1 0 0 0
"Shai Evra" 0 0 0 0 0 2
"Shai Fine" 0 0 0 0 3 0
"Shai Givati" 0 0 1 0 0 0
"Shai Gutner" 0 0 0 0 0 1
"Shai Halevi" 0 0 1 1 0 5
"Shai Harel" 0 0 2 0 0 0
"Shai Mazor" 0 0 3 0 0 0
"Shai Shalev-Shwartz" 0 0 0 0 59 1
"Shai Silberstein" 0 0 1 0 0 0
"Shai Vardi" 0 0 0 0 0 4
"Shai Zeevi" 0 1 0 0 0 0
"Shaifali Parashar" 0 0 3 0 0 0
"Shaika Chowdhury" 1 0 0 0 0 0
"Shailaja Sampat" 0 0 1 0 0 0
"Shailee Jain" 0 0 0 0 3 0
"Shailendra Singh 0004" 0 0 0 4 0 0
"Shailesh Acharya" 1 0 0 0 0 0
"Shailesh Kumar" 1 0 1 0 0 0
"Shailesh Vajpayee" 0 0 0 1 0 0
"Shailesh Vaya" 0 0 0 0 0 1
"Shaileshh Bojja Venkatakrishnan" 0 0 0 1 2 0
"Shaili Jain" 1 0 0 1 1 1
"Shaiq Munir Malik" 1 0 0 0 0 0
"Shajith Ikbal" 1 0 0 0 1 0
"Shakarim Soltanayev" 0 0 2 0 2 0
"Shaked Shammah" 0 0 0 0 1 0
